"Id","SalePrice"
1461,113186.771467308
1462,152002.429390056
1463,168744.957384543
1464,180423.860074253
1465,232657.225018803
1466,175073.268677603
1467,170673.262572548
1468,170133.930468924
1469,190530.359362871
1470,113175.4536366
1471,201928.369650541
1472,98721.1160696526
1473,94587.3273322214
1474,148069.888173824
1475,123173.111162471
1476,366263.187844863
1477,289123.532052451
1478,324087.378772156
1479,312337.93901713
1480,395263.003842888
1481,327829.306017627
1482,246703.29886239
1483,188914.102207752
1484,167149.79712313
1485,179824.192368731
1486,202359.365948519
1487,347511.779310559
1488,263283.63737096
1489,198268.378821846
1490,200522.749578862
1491,199057.575341758
1492,105059.062308337
1493,185475.482903079
1494,312208.981330807
1495,312159.272135421
1496,215887.527020072
1497,201394.8383777
1498,172689.264854496
1499,172810.092980255
1500,161206.92672242
1501,173688.394984071
1502,164477.266074544
1503,260251.366198673
1504,230123.462534131
1505,215924.749515747
1506,194614.69278274
1507,223074.865844961
1508,193483.714317901
1509,161029.027322831
1510,145468.903868967
1511,144007.397893612
1512,163995.062780596
1513,161219.860152763
1514,169479.54637597
1515,196626.243030132
1516,152748.455052655
1517,155229.664496609
1518,163879.978484507
1519,219109.903402044
1520,127216.834538989
1521,132007.045767718
1522,168764.109217639
1523,116453.735933666
1524,116102.720264786
1525,115600.502838412
1526,118638.847039988
1527,112669.068978237
1528,146853.502665872
1529,137943.049456645
1530,176228.016236274
1531,104863.176261164
1532,87924.918204662
1533,130012.893936647
1534,128230.621923308
1535,140769.13989168
1536,109160.099335699
1537,76774.6713280814
1538,161081.137536713
1539,181378.515308011
1540,118699.522403573
1541,139273.007515005
1542,147925.858740895
1543,192766.798843435
1544,87163.4204915218
1545,117972.832139719
1546,128039.59014762
1547,123255.624807433
1548,132076.848642381
1549,119566.29641669
1550,133896.483554319
1551,110994.812149212
1552,119330.123907797
1553,130014.763764882
1554,121854.555200645
1555,168059.273243919
1556,122487.926768733
1557,117916.376982403
1558,108698.404912636
1559,109334.954694447
1560,132452.196226052
1561,146365.977015799
1562,123990.763808429
1563,111744.211431215
1564,157195.817314994
1565,140917.133498439
1566,230223.049311636
1567,92872.7229953259
1568,217941.342371911
1569,116632.165767924
1570,121472.044615279
1571,115430.613165465
1572,128846.546077915
1573,208846.092954023
1574,135190.782133301
1575,196717.12936256
1576,210137.226892756
1577,196498.521554483
1578,147731.889916539
1579,138607.343125284
1580,200008.866593696
1581,137474.639240547
1582,121878.990396339
1583,289211.908189259
1584,221591.705548376
1585,144201.077755753
1586,79841.4550027787
1587,98461.4181581569
1588,123584.803422917
1589,103134.538560417
1590,127646.149920883
1591,90660.383929714
1592,134812.130217997
1593,117297.986572649
1594,134413.612830033
1595,121228.870048724
1596,242127.448389082
1597,211447.660321073
1598,231047.76561465
1599,158409.569366278
1600,172927.286147102
1601,55029.2987421735
1602,103582.143491409
1603,77435.7868854981
1604,286067.454574037
1605,243019.435041504
1606,160348.580114615
1607,206768.546074088
1608,226469.551758976
1609,201118.211053162
1610,161259.509423067
1611,142591.835415741
1612,174895.045122506
1613,166072.732372318
1614,102914.317678501
1615,87866.9318611327
1616,87960.0314405408
1617,94328.5621715436
1618,119116.510960738
1619,121895.668760045
1620,189931.271717606
1621,140531.716445058
1622,133267.621606208
1623,241705.792662846
1624,190609.914021081
1625,120338.955431371
1626,177339.838422676
1627,180621.27393877
1628,266317.096474888
1629,183910.850429551
1630,339615.19120208
1631,257229.776193917
1632,277230.330250012
1633,174464.151818881
1634,181830.767591034
1635,168398.754060358
1636,165541.50359695
1637,171799.5227681
1638,199088.528220905
1639,191005.63427569
1640,234072.18474187
1641,188991.266905118
1642,213793.53721548
1643,235382.177623844
1644,230581.991645715
1645,173097.311240092
1646,151582.850733701
1647,171167.103684476
1648,143388.763140438
1649,126651.676432799
1650,111685.509565397
1651,122399.834057976
1652,99428.2445013396
1653,99074.0494075947
1654,150586.380588087
1655,148065.875725675
1656,149156.19913868
1657,151686.228545582
1658,149695.048746735
1659,123559.135497345
1660,144792.298022311
1661,394750.394712701
1662,371439.48190491
1663,356862.227934216
1664,431681.755922461
1665,331587.229628408
1666,310311.166312183
1667,348802.142898751
1668,331198.854202867
1669,305490.565455053
1670,339126.938867902
1671,263284.591926939
1672,381273.644687745
1673,308470.874919364
1674,289459.272372831
1675,207729.012436853
1676,202311.399153788
1677,229185.827060161
1678,418256.64605032
1679,337976.640371733
1680,321434.445722787
1681,278520.55136501
1682,301589.858176419
1683,226291.099647483
1684,188367.961031358
1685,175104.711912921
1686,173033.009233857
1687,178519.744418235
1688,198823.346993872
1689,197097.417795056
1690,189077.828940154
1691,179654.294252306
1692,248093.834996963
1693,178229.69689432
1694,173543.1145507
1695,177148.514970709
1696,253127.975200663
1697,176771.488202545
1698,347710.598316522
1699,325323.868099444
1700,250696.498899523
1701,284659.495948013
1702,275870.678120591
1703,270575.985724033
1704,274674.30017797
1705,232390.078317776
1706,350499.978947192
1707,216373.735212992
1708,213266.743013002
1709,283267.416546983
1710,231023.99878418
1711,246449.189484658
1712,268205.71293882
1713,249856.33802871
1714,222483.354633563
1715,200879.873134273
1716,191399.157341939
1717,182841.864590132
1718,148884.8638673
1719,204924.792563043
1720,247802.208972693
1721,182161.524295613
1722,136227.395096104
1723,154031.466284052
1724,225142.415072344
1725,214295.575248556
1726,176182.771164046
1727,173985.99849086
1728,183446.296710553
1729,157614.142482982
1730,166920.80825537
1731,124783.839017485
1732,116243.452351343
1733,109327.308547573
1734,120919.384792631
1735,121561.539764451
1736,112083.034884999
1737,313857.890096722
1738,239867.557376647
1739,289511.884570981
1740,218261.888716558
1741,179156.078524184
1742,173696.203697636
1743,183727.537535754
1744,288036.617234267
1745,254409.52465814
1746,253228.598658528
1747,194122.343591834
1748,209356.66160442
1749,150566.828666038
1750,146291.6567567
1751,216627.67736937
1752,112587.301253928
1753,167523.984821613
1754,206406.409726059
1755,165103.815715861
1756,109676.2181743
1757,109690.705069182
1758,138499.407869175
1759,154931.129714193
1760,160481.132174895
1761,148701.306496747
1762,162443.857153876
1763,169390.940370681
1764,114505.301512843
1765,189342.66301407
1766,170713.202217948
1767,202330.234039914
1768,126718.664492146
1769,175946.512840181
1770,140153.920745117
1771,129697.840144388
1772,139927.144351775
1773,119967.312643328
1774,177710.204139993
1775,130201.570615166
1776,121699.32895619
1777,101213.872276959
1778,132757.09223148
1779,115140.403180528
1780,179840.663011496
1781,127118.088233062
1782,78259.5139439393
1783,129815.587327499
1784,94348.7465381937
1785,102690.596848868
1786,138356.610087987
1787,157521.797867481
1788,56809.9153750756
1789,94449.7969833986
1790,76299.1345757341
1791,220887.076491812
1792,156574.158437109
1793,144702.956215833
1794,148741.00134082
1795,135342.313714877
1796,124414.635575983
1797,133584.582118264
1798,120139.367233348
1799,98478.5992077363
1800,117694.019107514
1801,131897.915146709
1802,165409.391867619
1803,165433.034761481
1804,130546.963314255
1805,133147.814468194
1806,132236.661120565
1807,141889.809455358
1808,121461.698019058
1809,110835.693666206
1810,118493.852888003
1811,96551.0435558748
1812,100824.515030941
1813,112727.715089892
1814,88840.1582606897
1815,60641.8482945963
1816,85425.9814172527
1817,105010.379268705
1818,131264.45859188
1819,123896.438572622
1820,72654.694881415
1821,120790.414190697
1822,150605.509008971
1823,61112.8616487004
1824,134227.946119554
1825,130609.469472573
1826,106167.00298073
1827,120816.628645251
1828,128792.043720508
1829,145836.820152464
1830,139059.443428008
1831,153908.141550681
1832,120125.261055146
1833,120666.132199362
1834,126114.777017349
1835,148703.707712141
1836,123617.608730488
1837,73934.3741810017
1838,110543.813765062
1839,96126.85792057
1840,124963.008300901
1841,125570.036300888
1842,100693.286592375
1843,124540.102319486
1844,136289.932293008
1845,138206.865433986
1846,147889.772555395
1847,162413.689525994
1848,66249.3067640235
1849,110242.835206162
1850,111333.999628329
1851,129625.795458815
1852,110880.126305629
1853,119858.963984877
1854,167449.697808835
1855,154706.703941002
1856,208696.793279333
1857,155627.196826474
1858,161834.481800542
1859,141577.336456558
1860,143684.152350376
1861,140841.781957274
1862,284038.744164758
1863,281274.193374414
1864,281300.187672945
1865,291745.508829466
1866,299008.672740072
1867,251229.098259907
1868,267600.414945295
1869,199956.451719238
1870,230350.673609427
1871,253648.243217474
1872,174553.181627279
1873,243444.33719715
1874,132599.558275113
1875,212485.417162515
1876,188881.65278828
1877,210894.937509354
1878,215238.876470998
1879,121555.681361117
1880,127413.698823991
1881,239298.79941759
1882,252416.836358414
1883,202992.684398277
1884,213012.94863686
1885,235208.573656299
1886,262924.059217936
1887,205260.361071683
1888,263177.709639098
1889,172035.207356497
1890,108629.710650856
1891,140143.458865388
1892,92474.6574486116
1893,119678.514122809
1894,136426.284241046
1895,129776.559454293
1896,108497.600010002
1897,115839.136549129
1898,120176.602417892
1899,173827.993039772
1900,167692.30180912
1901,162324.046447459
1902,160334.469470543
1903,224892.108607007
1904,143396.997969624
1905,207197.907662096
1906,181627.383229167
1907,212124.32023654
1908,121761.400413316
1909,133853.280083694
1910,130132.069583606
1911,213101.902124348
1912,308087.292047299
1913,133771.722044107
1914,65661.3071414952
1915,289413.86990164
1916,62881.5128906479
1917,253054.732445589
1918,126150.119757296
1919,152449.915757968
1920,177513.688140983
1921,334603.962292809
1922,300924.575472736
1923,203129.70957567
1924,215823.242051499
1925,222894.422823887
1926,327231.08820231
1927,119127.753148953
