"Id","SalePrice"
1461,126120.910595531
1462,152727.725655596
1463,181768.250324307
1464,183754.310831473
1465,200987.041684372
1466,183032.691706881
1467,173945.161169292
1468,179196.657316064
1469,179910.303354372
1470,114369.178104495
1471,179163.045306932
1472,96145.6584655577
1473,92966.8119804608
1474,149439.258342273
1475,136958.303190881
1476,390694.227476549
1477,272184.87786236
1478,327164.273753991
1479,303050.309949243
1480,460532.025708305
1481,328002.010185057
1482,215082.673607831
1483,176523.853363553
1484,171825.37775286
1485,170245.630729371
1486,199814.722210261
1487,353657.713633099
1488,237054.840998896
1489,206964.995415753
1490,195445.697610867
1491,193479.366629585
1492,116691.022857902
1493,169190.177270222
1494,310370.384681187
1495,293239.671103158
1496,216310.113003
1497,194482.821921395
1498,152315.111946111
1499,150800.719232903
1500,161861.761386105
1501,174432.110079711
1502,153459.108933847
1503,258680.49384317
1504,242921.428174206
1505,221422.641139609
1506,178093.462215685
1507,229041.037882568
1508,204528.713984199
1509,164847.485679649
1510,148318.708031741
1511,150259.115236821
1512,153186.528867334
1513,149647.304436077
1514,142471.22137334
1515,168899.847677758
1516,159406.753675744
1517,148587.860765081
1518,141917.873772692
1519,194300.122221065
1520,137199.185808476
1521,143305.289386596
1522,164709.600865594
1523,123775.748959784
1524,129435.516130553
1525,128735.475399181
1526,127750.546462628
1527,104769.457965816
1528,130844.972075674
1529,143098.655892671
1530,161291.490863193
1531,119787.504687793
1532,101257.976937709
1533,133630.62437115
1534,117749.360086522
1535,142790.752402324
1536,115672.11890191
1537,82677.8759184436
1538,153322.018414778
1539,175553.162336715
1540,108576.298240541
1541,139302.115592487
1542,135674.628267208
1543,177093.268411484
1544,86142.4442256509
1545,105243.727618738
1546,122880.842956897
1547,131756.5507526
1548,131574.879009638
1549,109337.744040759
1550,144694.695178006
1551,114119.211386681
1552,129904.016291614
1553,131218.516707179
1554,106124.882905905
1555,178382.199519862
1556,122151.440381962
1557,117086.146553543
1558,103725.598458261
1559,105961.159507561
1560,146767.181226695
1561,130553.07845338
1562,116669.940311851
1563,114569.417985555
1564,149408.893258118
1565,155023.41789293
1566,228260.256353512
1567,93770.1161848971
1568,212001.198430826
1569,127535.510509469
1570,123947.397673441
1571,121121.545412878
1572,133269.183980921
1573,196869.581611244
1574,112874.407878013
1575,194109.028038566
1576,213822.286522384
1577,199170.07878008
1578,156006.395415237
1579,143751.371580759
1580,194943.651821154
1581,141616.020901263
1582,125887.940247731
1583,296216.824272842
1584,239403.19191169
1585,140344.191968676
1586,77345.1333064724
1587,102473.042541591
1588,139606.09405301
